	t-SNE Component 1	t-SNE Component 2	Label
1911	37.327316	8.163111	Small
1912	48.049007	8.9375725	Small
1913	45.51572	9.606096	Small
1914	9.030745	5.9916086	Small
1915	10.975964	4.624908	Small
1916	6.912671	-1.8409759	Small
1917	14.388506	2.5233555	Small
1918	36.266922	5.294776	Small
1919	33.718777	6.7027473	Small
1920	42.47718	7.915842	Small
1921	43.485626	6.8671126	Small
1922	43.987553	6.558045	Small
1923	35.785446	8.217209	Small
1924	41.529575	8.815042	Small
1925	7.132757	-1.2511702	Small
1926	42.681034	9.461112	Small
1927	14.968555	10.934943	Small
1928	47.538876	9.2993965	Small
1929	14.681107	12.711311	Small
1930	9.083686	5.9725676	Small
1931	29.770378	10.631205	Small
1932	12.474897	14.880715	Small
1933	9.171051	6.40795	Small
1934	3.6522589	-5.646868	Small
1935	33.27174	8.97549	Small
1936	24.730844	2.6679814	Small
1937	10.227505	5.558003	Small
1938	13.743846	9.654875	Small
1939	9.235748	12.621477	Small
1940	18.017565	11.93091	Small
1941	43.800514	9.320929	Small
1942	26.302265	3.9991457	Small
1943	12.58907	11.377357	Small
1944	40.468124	9.760262	Small
1945	28.95583	4.5029426	Small
1946	44.252777	7.2471104	Small
1947	33.78696	7.5740848	Small
1948	10.532924	10.473189	Small
1949	3.3160968	-7.095899	Small
1950	4.86834	-3.691985	Small
1951	35.6497	8.310637	Small
1952	38.739372	7.9151573	Small
1953	8.897072	12.142522	Small
1954	24.108295	11.300493	Small
1955	27.111418	9.876934	Small
1956	24.22156	11.790943	Small
1957	6.8626146	18.263882	Small
1958	26.697805	7.0233903	Small
1959	15.231529	4.029935	Small
1960	45.391056	8.747356	Small
1961	42.23239	9.827795	Small
1962	43.699615	8.203215	Small
1963	41.890934	9.676974	Small
1964	28.825035	9.178917	Small
1965	8.18203	5.386199	Small
1966	10.223976	7.3292313	Small
1967	46.66347	9.343752	Small
1968	46.410057	9.475669	Small
1969	40.671967	10.9757395	Small
1970	37.769188	9.554614	Small
1971	7.40613	16.61502	Small
1972	7.5873785	1.6572015	Small
1973	4.7311716	-2.8419287	Small
1974	34.03942	10.513944	Small
1975	33.834854	10.10056	Small
1976	7.303988	17.621822	Small
1977	7.3785686	17.66799	Small
1978	47.910564	9.733944	Small
1979	43.035694	9.768459	Small
1980	40.879967	10.76909	Small
1981	44.0789	10.0711565	Small
1982	12.312486	2.4472501	Small
1983	38.82135	8.800321	Small
1984	39.237503	9.26054	Small
1985	37.242416	9.599569	Small
1986	43.793137	10.1108	Small
1987	37.90613	10.571185	Small
1988	46.110516	9.491154	Small
1989	10.559032	11.506495	Small
1990	41.36762	9.48692	Small
1991	35.679665	9.902424	Small
1992	35.034786	10.447773	Small
1993	15.639774	10.461574	Small
1994	10.390541	14.027978	Small
1995	28.722511	2.0777843	Small
1996	24.025541	2.395046	Small
1997	12.534457	2.0429413	Small
1998	5.972887	-2.3078165	Small
1999	6.667997	-1.3417469	Small
2000	5.052646	-4.845052	Small
2001	12.554438	4.6432853	Small
2002	35.348625	11.024054	Small
2003	19.73788	3.4195051	Small
2004	43.9951	10.32968	Small
2005	39.66184	11.361591	Small
2006	47.35798	10.011656	Small
2007	45.62421	10.213462	Small
2008	47.992367	9.712141	Small
2009	36.948746	10.9071	Small
2010	47.5578	9.808946	Small
2011	18.536133	2.0386212	Small
2012	35.128765	9.920812	Small
2013	8.418985	2.230602	Small
2014	46.296265	9.855886	Small
2015	45.93708	9.903702	Small
2016	36.819088	11.205199	Small
2017	43.45422	10.902857	Small
2018	47.875843	9.512849	Small
2019	46.852226	10.611956	Small
2020	48.191216	10.0052185	Small
2021	15.788762	14.2232065	Small
2022	23.943289	12.156129	Small
2023	39.094063	10.993348	Small
2024	46.005836	10.647593	Small
2025	46.856503	10.356917	Small
2026	48.285114	9.855732	Small
2027	22.063166	12.691671	Small
2028	31.730854	10.396949	Small
2029	39.895847	10.583982	Small
2030	43.7394	10.967923	Small
2031	47.03391	10.348737	Small
2032	44.551594	10.813655	Small
2033	35.93463	11.21718	Small
2034	44.518764	10.702101	Small
2035	38.08775	11.042846	Small
2036	45.64419	10.13625	Small
2037	30.04597	10.842698	Small
2038	45.599678	9.963448	Small
2039	47.80034	10.101915	Small
2040	48.65589	9.692937	Small
2041	48.361683	9.49138	Small
2042	44.114437	10.684366	Small
2043	38.886543	10.901812	Small
2044	46.288925	10.231561	Small
2045	37.12254	10.743659	Small
2046	40.32398	9.985364	Small
2047	46.588757	10.277316	Small
2048	44.559277	10.517442	Small
2049	8.305084	13.738597	Small
2050	21.308048	12.038085	Small
2051	5.3160195	-1.367094	Small
2052	7.3863916	11.85163	Small
2053	4.295447	-3.5985906	Small
2054	1.9055412	-8.676313	Small
2055	44.030617	10.586276	Small
2056	36.062077	10.789363	Small
2057	36.37568	9.629339	Small
2058	9.814004	4.66594	Small
2059	18.141268	10.726578	Small
2060	17.571024	4.8310432	Small
2061	2.982959	-7.3611336	Small
2062	5.0795403	-4.1574125	Small
2063	40.929028	10.053516	Small
2064	45.52566	10.159183	Small
2065	37.536797	10.649682	Small
2066	11.454103	3.0209873	Small
2067	20.103922	3.9089022	Small
2068	39.719933	10.356618	Small
2069	23.5444	1.9272386	Small
2070	24.268377	2.715353	Small
2071	33.353733	11.025583	Small
2072	45.583687	9.5540695	Small
2073	42.321575	11.06752	Small
2074	39.602757	10.67197	Small
2075	41.827164	10.59338	Small
2076	30.937536	10.746666	Small
2077	46.198055	9.455958	Small
2078	17.366806	3.4677858	Small
2079	38.368633	9.711983	Small
2080	19.6045	3.2090106	Small
2081	47.432938	9.86507	Small
2082	20.09908	0.7858983	Small
2083	17.855707	1.5847557	Small
2084	45.438488	10.350678	Small
2085	45.37113	10.3661585	Small
2086	48.620197	9.866094	Small
2087	36.230484	11.028092	Small
2088	34.666466	10.323514	Small
2089	40.91783	10.343491	Small
2090	43.84683	10.681901	Small
2091	19.877684	1.2081515	Small
2092	43.177013	11.064295	Small
2093	35.123848	10.60201	Small
2094	16.94052	8.238907	Small
2095	19.981203	3.3319852	Small
2096	28.93401	2.1688054	Small
2097	38.970932	11.272466	Small
2098	19.45445	1.8310473	Small
2099	21.90356	2.6217492	Small
2100	4.7648168	0.34530264	Small
2101	9.484397	2.812331	Small
2102	11.252859	13.420638	Small
2103	10.368532	13.38098	Small
2104	30.574085	10.641038	Small
2105	27.24741	2.3813818	Small
2106	29.135445	10.941728	Small
2107	43.611053	10.450326	Small
2108	48.121082	9.472036	Small
2109	48.00317	9.59088	Small
2110	43.666367	10.980883	Small
2111	36.041786	10.401258	Small
2112	27.408554	3.2535384	Small
2113	24.432615	2.1275969	Small
2114	47.776405	10.2311125	Small
2115	30.135115	10.1524	Small
2116	45.54313	10.691101	Small
2117	24.357948	2.3524067	Small
2118	42.938625	10.961712	Small
2119	44.23515	10.615335	Small
2120	11.087513	5.2203426	Small
2121	44.723495	10.824023	Small
2122	38.555683	11.401554	Small
2123	33.109085	10.963292	Small
2124	31.744665	9.750709	Small
2125	32.708546	10.41401	Small
2126	22.57602	2.735957	Small
2127	23.794493	7.847465	Small
2128	9.433024	8.5230055	Small
2129	12.488738	13.072968	Small
2130	9.933103	13.270012	Small
2131	3.206788	-5.628912	Small
2132	20.055504	12.308857	Small
2133	36.201305	10.772644	Small
2134	19.003046	9.020287	Small
2135	17.881573	10.9956	Small
2136	11.999238	1.8124659	Small
2137	31.546782	8.253056	Small
2138	41.302452	7.199738	Small
2139	34.292553	8.547373	Small
2140	30.538776	10.021938	Small
2141	37.62568	9.792763	Small
2142	33.25944	9.772477	Small
2143	42.78465	8.50532	Small
2144	42.370777	8.877453	Small
2145	43.51646	8.995469	Small
2146	32.997986	9.945372	Small
2147	44.727356	10.066529	Small
2148	46.26531	9.884382	Small
2149	26.822145	10.408378	Small
2150	42.0301	9.73268	Small
2151	35.917908	10.445227	Small
2152	44.051357	9.446766	Small
2153	5.061891	-1.6532434	Small
2154	9.626241	1.8871305	Small
2155	41.481873	10.382198	Small
2156	40.191383	10.324584	Small
2157	44.527122	11.114826	Small
2158	40.445232	9.34757	Small
2159	36.29274	10.563006	Small
2160	33.746937	10.253132	Small
2161	23.232887	5.3311014	Small
2162	3.241466	-0.7019468	Small
2163	20.819931	3.7697117	Small
2164	45.150444	10.025234	Small
2165	44.22945	10.002106	Small
2166	34.76688	9.045217	Small
2167	41.677425	9.334466	Small
2168	39.580578	10.863578	Small
2169	42.309193	9.709505	Small
2170	38.099346	10.423853	Small
2171	42.902782	9.574607	Small
2172	46.675068	9.376786	Small
2173	35.016624	9.5102415	Small
2174	39.874447	9.455907	Small
2175	44.813457	8.305625	Small
2176	34.774773	8.163302	Small
2177	16.826147	4.5280557	Small
2178	10.194582	-0.60669893	Small
2179	40.7064	9.757759	Small
2180	44.803093	10.1067915	Small
2181	34.1009	10.329301	Small
2182	24.916145	2.9268556	Small
2183	38.797817	10.992983	Small
2184	17.546759	1.5126734	Small
2185	32.67739	10.166276	Small
2186	45.638584	10.388338	Small
2187	25.635387	2.379298	Small
2188	20.439465	3.7396731	Small
2189	4.7321925	-5.3667083	Small
2190	44.323727	10.311104	Small
2191	45.8363	10.156815	Small
2192	44.574543	10.326176	Small
2193	40.28545	10.376074	Small
2194	39.820404	10.69505	Small
2195	37.12154	10.99295	Small
2196	36.316505	10.434145	Small
2197	39.344078	10.46946	Small
2198	42.88082	9.785887	Small
2199	42.309074	10.140316	Small
2200	18.675745	9.160551	Small
2201	13.460322	13.22285	Small
2202	4.3710513	-2.4402947	Small
2203	45.55812	10.589016	Small
2204	48.808018	9.940982	Small
2205	46.17137	10.412729	Small
2206	47.42104	10.3594885	Small
2207	48.94311	9.953605	Small
2208	13.350545	14.696719	Small
2209	32.923393	10.975561	Small
2210	25.556604	10.899463	Small
2211	18.791647	11.955949	Small
2212	42.775528	11.343805	Small
2213	45.36263	10.887967	Small
2214	27.220045	11.537098	Small
2215	22.842306	12.206176	Small
2216	4.4269786	-3.939992	Small
2217	9.40339	17.742548	Small
2218	41.4791	11.205243	Small
2219	48.446667	10.040838	Small
2220	46.541523	10.754059	Small
2221	47.89238	10.291046	Small
2222	38.40455	10.757212	Small
2223	45.78984	10.599644	Small
2224	7.263129	16.601114	Small
2225	38.889133	10.820639	Small
2226	7.5752296	16.711084	Small
2227	45.26354	10.398332	Small
2228	35.719807	10.202093	Small
2229	13.127979	6.4722815	Small
2230	8.50556	18.613262	Small
2231	38.889637	10.40855	Small
2232	47.588074	9.666709	Small
2233	7.453934	18.159744	Small
2234	31.19426	9.985368	Small
2235	36.091587	10.458204	Small
2236	6.8595195	-1.0310371	Small
2237	7.892064	18.844753	Small
2238	7.4191337	18.145126	Small
2239	3.8426852	-5.163114	Small
2240	25.108595	4.1117334	Small
2241	22.777372	4.322948	Small
2242	30.821648	5.6492577	Small
2243	18.24383	4.150818	Small
2244	24.224863	7.7317715	Small
2245	21.36482	5.0141745	Small
2246	21.594984	4.914518	Small
2247	36.074474	6.2924585	Small
2248	23.125902	5.1973205	Small
2249	24.65944	9.45157	Small
2250	18.175457	8.870054	Small
2251	8.875573	9.2381935	Small
2252	7.9671645	13.321894	Small
2253	22.896631	6.6704884	Small
2254	10.072219	11.821746	Small
2255	8.641358	10.938985	Small
2256	18.432186	3.6574845	Small
2257	21.51375	9.258272	Small
2258	8.102275	17.956375	Small
2259	3.6586173	-5.2044344	Small
2260	15.108612	5.2924705	Small
2261	10.116243	10.162488	Small
2262	9.613727	12.338212	Small
2263	7.5491605	18.82261	Small
2264	7.8321342	17.262121	Small
2265	11.98492	13.547243	Small
2266	40.686043	11.142047	Small
2267	11.53273	12.398579	Small
2268	19.541956	11.957397	Small
2269	38.323162	11.021107	Small
2270	48.083782	9.82313	Small
2271	9.47146	15.516145	Small
2272	14.460905	14.658947	Small
2273	7.315437	1.120163	Small
2274	8.535522	14.332086	Small
2275	43.903385	9.241613	Small
2276	41.031166	10.434406	Small
2277	45.555756	9.757389	Small
2278	37.25101	9.268673	Small
2279	40.458866	11.099023	Small
2280	9.212679	5.167844	Small
2281	45.573418	8.79607	Small
2282	42.569794	9.863824	Small
2283	24.58303	3.1106572	Small
2284	17.263075	1.890692	Small
2285	7.459055	18.796556	Small
2286	3.4038868	-4.2768745	Small
2287	8.598876	5.6605506	Small
2288	7.8104854	15.120022	Small
2289	7.4155912	16.69877	Small
2290	8.79416	16.095297	Small
2291	9.003507	7.7835083	Small
2292	6.934838	18.392033	Small
2293	24.902748	2.9248781	Small
2294	25.262203	6.3600607	Small
2295	36.63036	10.1352825	Small
2296	23.510672	9.174452	Small
2297	41.43889	8.741638	Small
2298	44.13927	9.094065	Small
2299	27.054369	6.0281744	Small
2300	32.55918	10.16394	Small
2301	3.8565748	-5.40424	Small
2302	8.062207	1.7357552	Small
2303	6.235327	-1.5708338	Small
2304	8.083173	2.9343882	Small
2305	45.88486	9.628342	Small
2306	44.333576	10.353834	Small
2307	7.472346	-1.4932195	Small
2308	18.886885	6.3044105	Small
2309	22.70311	9.762134	Small
2310	14.924347	8.5844555	Small
2311	15.974983	3.6714067	Small
2312	5.341231	-4.408972	Small
2313	8.8882	12.766782	Small
2314	9.693818	13.748041	Small
2315	7.309342	0.7107536	Small
2316	21.579748	10.7216835	Small
2317	8.937639	12.561898	Small
2318	38.20379	9.547154	Small
2319	28.972435	9.60407	Small
2320	12.473002	13.711944	Small
2321	13.177933	13.886386	Small
2322	5.3536367	-3.3877597	Small
2323	17.644405	5.4104443	Small
2324	16.19917	6.764722	Small
2325	28.783016	6.039069	Small
2326	14.404565	9.924631	Small
2327	42.444622	8.385215	Small
2328	39.3738	6.5023994	Small
2329	7.302096	17.623682	Small
2330	15.283331	10.454634	Small
2331	42.000412	7.2437844	Small
2332	31.493769	6.7984934	Small
2333	11.605916	3.8613267	Small
2334	20.016094	5.3095245	Small
2335	17.787498	2.1519625	Small
2336	32.75753	9.815154	Small
2337	7.881036	11.60813	Small
2338	3.6808178	-4.0945773	Small
2339	12.203383	5.6763663	Small
2340	5.2583175	-4.0163198	Small
2341	25.663916	7.1288023	Small
2342	36.26209	5.1152124	Small
2343	28.835957	5.9269857	Small
2344	41.34882	6.281511	Small
2345	6.977782	-1.7424772	Small
2346	26.16014	4.388716	Small
2347	37.735397	5.2577257	Small
2348	31.042564	4.1164927	Small
2349	45.240875	6.768618	Small
2350	45.955585	7.003048	Small
2351	26.875612	7.805674	Small
2352	38.624428	6.3262515	Small
2353	43.918423	6.484025	Small
2354	36.978516	5.908069	Small
2355	23.939518	8.717484	Small
2356	31.305906	8.210982	Small
2357	14.603272	13.001651	Small
2358	12.900527	13.19527	Small
2359	9.250411	18.041836	Small
2360	23.99077	8.797562	Small
2361	17.547894	11.915059	Small
2362	13.285344	13.927629	Small
2363	8.807739	18.223297	Small
2364	8.487422	11.816123	Small
2365	11.88864	13.220918	Small
2366	8.723261	5.7225604	Small
2367	42.437717	8.956346	Small
2368	42.52187	7.614155	Small
2369	35.591774	8.376843	Small
2370	41.84138	7.110544	Small
2371	3.6061664	-6.569416	Small
2372	6.9896317	-0.18825884	Small
2373	27.86548	5.6687117	Small
2374	43.461887	8.919031	Small
2375	5.7788563	-1.518706	Small
2376	36.72286	8.3913145	Small
2377	27.345339	10.694303	Small
2378	30.763004	9.812063	Small
2379	26.533175	10.355656	Small
2380	10.182385	12.857214	Small
2381	40.0245	7.904971	Small
2382	47.655735	8.766841	Small
2383	7.6314855	14.936204	Small
2384	14.485884	7.0958667	Small
2385	33.878643	6.3765073	Small
2386	16.6654	10.4836235	Small
2387	26.2673	7.55904	Small
2388	14.598482	11.091902	Small
2389	40.881466	8.398228	Small
2390	23.388575	7.6225414	Small
2391	13.570416	2.5098429	Small
2392	13.229279	1.2784269	Small
2393	10.392665	7.127806	Small
2394	25.426867	6.0743313	Small
2395	14.631354	11.717087	Small
2396	13.637312	11.640836	Small
2397	28.360117	8.446354	Small
2398	26.345789	5.8965573	Small
2399	8.617873	15.42651	Small
2400	13.389397	2.7976034	Small
2401	33.099277	9.435608	Small
2402	22.990185	3.7923121	Small
2403	8.326644	13.501156	Small
2404	7.7476764	1.6919227	Small
2405	39.139027	8.396085	Small
2406	34.954174	8.3900175	Small
2407	8.522417	7.611438	Small
2408	19.54396	7.215426	Small
2409	47.253853	8.695811	Small
2410	13.164176	2.899023	Small
2411	6.875071	17.420643	Small
2412	32.787712	7.2349973	Small
2413	27.716715	7.2113385	Small
2414	16.847353	9.339583	Small
2415	45.40786	6.953059	Small
2416	24.546131	7.7564282	Small
2417	38.292862	4.897625	Small
2418	47.44612	8.112414	Small
2419	38.527878	7.659863	Small
2420	2.9319804	-7.1605186	Small
2421	37.874687	4.9424014	Small
2422	28.361511	4.754362	Small
2423	38.0904	7.8580537	Small
2424	39.82051	6.022072	Small
2425	10.262743	-0.25913957	Small
2426	3.8584478	-6.578553	Small
2427	39.140945	7.0971804	Small
2428	40.18065	10.368962	Small
2429	43.969	8.260297	Small
2430	12.576179	4.5213437	Small
2431	39.68326	6.078763	Small
2432	44.195328	6.454935	Small
2433	38.81165	7.5112867	Small
2434	37.34229	8.105068	Small
2435	44.76707	9.008978	Small
2436	45.63526	8.70076	Small
2437	30.364971	9.130267	Small
2438	43.762653	7.9686866	Small
2439	41.033577	9.821483	Small
2440	7.562203	17.749071	Small
2441	10.370435	7.8171535	Small
2442	17.448513	10.470849	Small
2443	16.864143	8.851627	Small
2444	4.5956116	-4.3837843	Small
2445	26.90297	5.096782	Small
2446	8.866967	12.396761	Small
2447	34.220123	6.098024	Small
2448	10.016172	5.9773874	Small
2449	13.800259	9.046926	Small
2450	11.541409	1.5041821	Small
2451	37.87653	3.691479	Small
2452	30.811823	4.5403686	Small
2453	34.29731	3.859204	Small
2454	29.716333	4.7012405	Small
2455	32.408314	3.9712517	Small
2456	13.965685	9.032307	Small
2457	34.798008	4.558374	Small
2458	39.468384	3.9537234	Small
2459	38.57763	3.5522485	Small
2460	36.650455	4.865217	Small
2461	37.18144	3.9841177	Small
2462	31.191162	6.4438043	Small
2463	18.136269	4.9708037	Small
2464	12.334216	7.7155128	Small
2465	27.422451	6.7265773	Small
2466	16.997015	10.491404	Small
2467	11.791512	10.953583	Small
2468	23.740612	7.3295965	Small
2469	41.617577	4.8583426	Small
2470	27.46015	4.3855577	Small
2471	28.075308	5.0451584	Small
2472	44.98372	5.853808	Small
2473	25.61171	4.902099	Small
2474	43.09452	5.324026	Small
2475	35.755867	4.7250786	Small
2476	43.72374	5.587998	Small
2477	17.745628	5.2770004	Small
2478	43.25475	5.0491176	Small
2479	32.736107	5.1609383	Small
2480	21.116495	3.5745866	Small
2481	6.7622256	-2.4361408	Small
2482	6.9935117	-1.5972129	Small
2483	31.708992	7.2146306	Small
2484	9.836465	12.87262	Small
2485	41.301697	4.6242456	Small
2486	41.27653	5.1717744	Small
2487	38.833195	3.947864	Small
2488	41.355843	7.53441	Small
2489	41.863377	6.7641606	Small
2490	42.099266	5.313948	Small
2491	29.217184	7.8654213	Small
2492	14.013392	3.5051868	Small
2493	39.300198	5.19392	Small
2494	37.003872	4.904902	Small
2495	39.0598	7.5006075	Small
2496	31.772486	9.449397	Small
2497	40.788643	5.8599987	Small
2498	39.786655	4.6802177	Small
2499	39.74906	4.7646894	Small
2500	9.117355	13.423783	Small
2501	10.399409	1.2696503	Small
2502	11.636992	15.531434	Small
2503	37.387653	6.908262	Small
2504	34.07045	9.620631	Small
2505	37.23767	5.880756	Small
2506	18.625906	6.9817977	Small
2507	35.35924	6.9103627	Small
2508	26.68411	8.090805	Small
2509	20.37078	6.16394	Small
2510	13.1289625	13.418988	Small
2511	6.859819	17.425219	Small
2512	9.456354	14.177169	Small
2513	23.222315	6.5126147	Small
2514	30.203661	5.694064	Small
2515	13.173424	12.207106	Small
2516	15.858627	10.551459	Small
2517	9.255649	2.2242544	Small
2518	36.872005	4.6311975	Small
2519	35.941902	5.101513	Small
2520	16.258488	7.421688	Small
2521	2.9262762	-7.0362077	Small
2522	34.922012	4.8624606	Small
2523	13.555585	3.6814203	Small
2524	38.33244	5.377931	Small
2525	29.56653	7.514202	Small
2526	33.25123	4.9980354	Small
2527	12.81165	7.5757236	Small
2528	32.507874	5.0936475	Small
2529	8.446881	10.9966755	Small
2530	4.729405	-5.3575635	Small
2531	9.771523	11.958282	Small
2532	7.8846045	16.909292	Small
2533	13.551837	14.564874	Small
2534	18.107635	10.793039	Small
2535	13.434214	14.555906	Small
2536	23.974457	8.378472	Small
2537	43.85315	9.15826	Small
2538	7.6395597	16.590376	Small
2539	40.348907	8.930855	Small
2540	8.72228	16.415783	Small
2541	12.365308	14.615568	Small
2542	36.21921	6.66482	Small
2543	36.970387	7.256522	Small
2544	9.83868	16.572855	Small
2545	9.371418	14.049953	Small
2546	18.107782	11.563424	Small
2547	16.445374	9.959351	Small
2548	17.356817	9.350282	Small
2549	16.34527	11.435992	Small
2550	16.824215	12.826034	Small
2551	7.993033	15.428995	Small
2552	38.417248	5.9258385	Small
2553	14.361802	10.198638	Small
2554	11.388548	7.31612	Small
2555	8.39126	9.468429	Small
2556	9.9640665	11.317999	Small
2557	27.110136	8.18243	Small
2558	18.59766	8.06734	Small
2559	16.806536	7.9521074	Small
2560	44.186264	6.4229984	Small
2561	40.884094	6.7155676	Small
2562	32.290005	5.708157	Small
2563	25.811707	5.0710006	Small
2564	3.266059	-6.3156996	Small
2565	13.1192875	7.7134013	Small
2566	35.834488	6.7151504	Small
2567	12.219948	9.886897	Small
2568	18.32648	9.003534	Small
2569	28.27923	6.342248	Small
2570	10.527725	4.1020794	Small
2571	38.80255	5.701955	Small
2572	44.095936	7.4348927	Small
2573	42.6929	8.331267	Small
2574	43.41222	8.025258	Small
2575	8.3135395	11.268631	Small
2576	19.195436	11.719586	Small
2577	13.753969	14.911608	Small
2578	40.406406	8.356925	Small
2579	8.139625	13.060489	Small
2580	10.673334	16.72967	Small
2581	9.453365	17.252285	Small
2582	10.671321	0.7090495	Small
2583	5.730568	-2.7092981	Small
2584	13.564779	5.4761386	Small
2585	25.747986	9.065086	Small
2586	15.525498	5.17454	Small
2587	13.7644	7.7872577	Small
2588	27.010162	8.397401	Small
2589	17.13474	4.264351	Small
2590	41.90287	6.504702	Small
2591	31.190617	5.157645	Small
2592	21.465342	8.180065	Small
2593	13.963868	3.5764081	Small
2594	11.739157	5.739104	Small
2595	15.379102	4.6789527	Small
2596	17.201921	5.4520464	Small
2597	17.494797	6.948271	Small
2598	19.046694	5.814448	Small
2599	10.325397	7.4662833	Small
2600	11.83363	3.946859	Small
2601	14.388479	5.4847736	Small
2602	28.338947	5.438252	Small
2603	18.171143	5.450292	Small
2604	38.399967	6.122585	Small
2605	11.122533	2.8187096	Small
2606	32.29598	9.271207	Small
2607	11.501509	14.482165	Small
2608	23.030277	7.303119	Small
2609	45.33739	7.384412	Small
2610	19.925034	11.957668	Small
2611	22.465128	10.267238	Small
2612	21.885256	11.011983	Small
2613	19.609564	10.309094	Small
2614	39.62131	8.645277	Small
2615	12.197218	8.442971	Small
2616	7.6383433	15.942939	Small
2617	10.463703	13.573885	Small
2618	8.005945	16.12079	Small
2619	8.600307	6.924107	Small
2620	45.98909	8.510479	Small
2621	16.298815	13.056408	Small
2622	23.171267	9.45039	Small
2623	21.940887	11.589573	Small
2624	34.07299	9.585671	Small
2625	28.038801	10.502931	Small
2626	8.310159	18.731768	Small
2627	23.832327	3.8765094	Small
2628	29.787815	5.657205	Small
2629	24.928514	4.2708535	Small
2630	33.503143	6.0871706	Small
2631	35.71317	5.514762	Small
2632	17.131186	6.574491	Small
2633	29.193626	7.1917343	Small
2634	41.734756	8.439348	Small
2635	17.873108	10.037573	Small
2636	13.878575	13.076363	Small
2637	37.7743	5.987295	Small
2638	29.21841	7.9444613	Small
2639	40.057545	5.4754643	Small
2640	47.984375	8.690677	Small
2641	42.19586	8.152456	Small
2642	21.898888	11.227748	Small
2643	40.18255	8.857645	Small
2644	32.821087	8.220935	Small
2645	7.368326	0.29869056	Small
2646	31.618793	9.834075	Small
2647	23.129263	3.7743046	Small
2648	35.829185	9.494368	Small
2649	23.594187	7.2474465	Small
2650	12.522703	13.866066	Small
2651	7.8333583	18.259764	Small
2652	40.68387	10.391212	Small
2653	37.383442	10.469474	Small
2654	39.03112	10.061131	Small
2655	38.67592	9.276107	Small
2656	7.921766	12.125024	Small
2657	7.5119805	16.30746	Small
2658	7.785556	13.7039175	Small
2659	7.1317086	0.79777414	Small
2660	38.234936	9.637636	Small
2661	27.05392	7.025807	Small
2662	28.989664	10.426281	Small
2663	26.29569	9.70342	Small
2664	24.06699	5.715543	Small
2665	8.039336	18.824848	Small
2666	9.07692	17.631094	Small
2667	18.62507	7.7627406	Small
2668	11.152536	7.7873297	Small
2669	10.797878	14.68572	Small
2670	8.288469	15.946542	Small
2671	15.624261	1.4378753	Small
2672	7.7826815	14.483296	Small
2673	43.73413	5.9268055	Small
2674	46.306786	7.2203507	Small
2675	3.4120479	-6.057288	Small
2676	38.501984	5.54365	Small
2677	9.074482	2.8635538	Small
2678	45.137005	8.984948	Small
2679	43.393616	5.866555	Small
2680	44.57277	6.881912	Small
2681	43.088497	6.598958	Small
2682	42.412064	7.4964213	Small
2683	44.86819	7.296226	Small
2684	46.65452	8.4349165	Small
2685	39.257187	8.824198	Small
2686	25.290548	3.418026	Small
2687	42.126137	8.840928	Small
2688	39.42254	8.773562	Small
2689	39.399513	9.043522	Small
2690	46.21216	9.269011	Small
2691	44.29511	9.376956	Small
2692	25.496248	4.2705054	Small
2693	42.585537	6.1012125	Small
2694	6.581302	1.0453966	Small
2695	25.484127	3.324646	Small
2696	39.19506	8.336042	Small
2697	38.845314	9.1668825	Small
2698	33.205116	10.387122	Small
2699	36.15436	9.00102	Small
2700	34.268467	8.615701	Small
2701	22.527636	3.932502	Small
2702	18.12732	11.297465	Small
2703	7.6803255	2.7535994	Small
2704	34.11925	14.258698	Small
2705	6.48139	-1.322842	Small
2706	16.942038	6.2421694	Small
2707	33.235493	14.623141	Small
2708	7.591451	2.3749008	Small
2709	7.1217556	0.9841486	Small
2710	18.19847	3.5480344	Small
2711	18.979733	3.0573196	Small
2712	10.435554	3.3074758	Small
2713	35.711727	4.4715133	Small
2714	36.44374	4.0983224	Small
2715	29.183468	7.376737	Small
2716	37.259583	4.9182005	Small
2717	19.594433	4.26614	Small
2718	29.734398	9.834423	Small
2719	20.286242	9.67564	Small
2720	19.092474	4.5970263	Small
2721	12.0942335	13.959919	Small
2722	23.08504	4.0150566	Small
2723	19.69235	9.574072	Small
2724	22.324394	6.788751	Small
2725	37.72474	6.081918	Small
2726	37.322304	5.662536	Small
2727	17.84118	5.0573797	Small
2728	14.638976	12.2688875	Small
2729	12.900804	10.107947	Small
2730	29.12449	6.265286	Small
2731	22.537752	4.2629476	Small
2732	14.763941	2.57399	Small
2733	9.426993	4.0244026	Small
2734	33.655735	3.9933844	Small
2735	10.109835	15.622992	Small
2736	15.60385	13.527782	Small
2737	38.31065	4.8201466	Small
2738	26.682335	7.949805	Small
2739	29.057886	7.140163	Small
2740	32.902462	8.222132	Small
2741	37.971516	7.2941833	Small
2742	34.185196	9.182816	Small
2743	42.82091	5.572207	Small
2744	42.44729	6.0679584	Small
2745	36.33519	8.93964	Small
2746	34.512238	9.17325	Small
2747	42.706303	5.572297	Small
2748	7.636709	15.637744	Small
2749	10.222469	0.81327355	Small
2750	19.824831	5.0690837	Small
2751	42.714584	4.874439	Small
2752	37.625633	4.2266564	Small
2753	43.168194	5.6696715	Small
2754	45.656586	7.4938555	Small
2755	23.825459	9.108605	Small
2756	11.743521	10.812428	Small
2757	10.81714	10.674654	Small
2758	25.27368	7.965597	Small
2759	9.609232	14.455064	Small
2760	43.646503	4.920207	Small
