	UMAP Component 1	UMAP Component 2	Label
1529	-2.6735528	1.958067	Small
1530	-3.664371	6.495868	Small
1531	-2.6643841	6.0462117	Small
1532	-1.6648009	5.0284142	Small
1533	-1.1233082	8.737377	Small
1534	-1.7399666	4.5053706	Small
1535	-4.610387	9.874054	Small
1536	-4.3920307	5.078049	Small
1537	-6.2721143	9.011485	Small
1538	-7.3206744	11.595957	Small
1539	-7.1174583	11.887013	Small
1540	1.9634217	5.5839252	Small
1541	-2.8800273	8.882856	Small
1542	-1.0657876	8.848314	Small
1543	-2.8775427	8.772243	Small
1544	-2.516214	4.568617	Small
1545	-8.206455	13.693172	Small
1546	-4.359014	-1.4329901	Small
1547	-7.996186	18.244358	Small
1548	-7.4496527	14.027393	Small
1549	-3.9034784	-0.33363467	Small
1550	-4.1716714	-0.3486866	Small
1551	-4.8165793	-4.0851164	Small
1552	0.12388234	3.6563208	Small
1553	-0.063957684	5.471228	Small
1554	5.732217	4.970984	Small
1555	-4.042329	10.3040495	Small
1556	-3.1664417	5.5133543	Small
1557	-4.243074	5.4425354	Small
1558	-5.692125	13.668827	Small
1559	-3.9474537	9.347538	Small
1560	-3.2380931	3.922758	Small
1561	-0.50943565	2.0459068	Small
1562	4.6824646	4.981247	Small
1563	-4.808423	10.295843	Small
1564	-5.0509415	11.557398	Small
1565	-0.57435715	6.418944	Small
1566	6.137852	4.415395	Small
1567	1.4341502	3.752964	Small
1568	-5.367359	-4.841566	Small
1569	-1.4358764	13.403435	Small
1570	0.2217195	2.9922655	Small
1571	-1.4340395	13.398361	Small
1572	-1.2957747	13.170646	Small
1573	-1.6907736	12.352988	Small
1574	-1.9645265	11.947847	Small
1575	-1.1720798	12.974156	Small
1576	-1.5688941	13.344619	Small
1577	-1.3693842	12.95306	Small
1578	-1.3972268	13.245726	Small
1579	-1.4833419	13.068006	Small
1580	-1.3869404	13.2281475	Small
1581	-4.582318	6.2710757	Small
1582	4.9986367	5.0046988	Small
1583	5.050553	4.7884493	Small
1584	2.8199306	4.6601076	Small
1585	-1.268123	13.145923	Small
1586	-1.5562735	13.261064	Small
1587	-1.6099936	12.462328	Small
1588	-3.560766	1.3491021	Small
1589	-2.2128603	11.343856	Small
1590	-1.7949665	12.187325	Small
1591	-0.62562644	6.7751	Small
1592	-2.2764275	11.39386	Small
1593	-2.37384	11.317889	Small
1594	5.4222565	5.27673	Small
1595	-0.44052672	2.547607	Small
1596	-1.6522856	12.430863	Small
1597	2.0151432	6.122171	Small
1598	-1.3879522	12.697824	Small
1599	-1.26814	7.7971516	Small
1600	6.7784534	3.6954916	Small
1601	-1.5364254	12.544224	Small
1602	-1.4080107	12.7487	Small
1603	9.538948	5.7580523	Small
1604	-2.5938168	10.595113	Small
1605	-1.7352363	12.218652	Small
1606	-1.6862959	12.381005	Small
1607	-1.4478651	12.114724	Small
1608	2.1846256	4.6283593	Small
1609	-2.0290713	11.860617	Small
1610	-1.9544818	11.981405	Small
1611	-2.5596738	11.236467	Small
1612	-2.5318227	11.143968	Small
1613	2.2327867	6.6542115	Small
1614	-1.3000779	13.209271	Small
1615	5.587959	4.656556	Small
1616	6.4169254	5.1334033	Small
1617	-1.2706286	13.193611	Small
1618	2.3415406	4.7547383	Small
1619	-1.4296042	12.624109	Small
1620	-1.2991347	12.699688	Small
1621	-4.7458954	5.191879	Small
1622	-1.5848513	12.584369	Small
1623	-3.7570937	8.530131	Small
1624	-2.2141058	11.517852	Small
1625	-1.921659	11.988278	Small
1626	-2.2055767	11.645072	Small
1627	1.416583	5.6491303	Small
1628	-3.4047227	-1.0488514	Small
1629	-0.5696889	2.023836	Small
1630	0.31816283	3.764513	Small
1631	-2.843944	-0.93671983	Small
1632	-5.4831414	9.923908	Small
1633	-4.6602	-3.3541648	Small
1634	-2.1317859	3.5929976	Small
1635	-8.264137	16.861897	Small
1636	-4.308205	1.0008934	Small
1637	4.1983356	5.5975475	Small
1638	-6.6073527	12.6713	Small
1639	-2.9021065	7.9987993	Small
1640	-3.8661928	7.934984	Small
1641	7.7345996	1.933911	Small
1642	-2.4166954	1.9709682	Small
1643	-6.5373635	10.217188	Small
1644	-4.6509504	8.632242	Small
1645	-3.7006335	-0.5483627	Small
1646	-2.2814991	2.164352	Small
1647	-7.2825212	11.226796	Small
1648	-3.8045886	6.244296	Small
1649	-5.103487	-3.9672022	Small
1650	-4.354751	-1.3212333	Small
1651	-6.194112	8.934862	Small
1652	-3.4012098	-1.2870047	Small
1653	-4.587067	4.8520885	Small
1654	-6.5180926	8.864549	Small
1655	-0.6286521	4.8999977	Small
1656	-2.4367752	1.182053	Small
1657	-6.4762087	7.9662595	Small
1658	-4.579181	-2.6192331	Small
1659	-4.543963	11.054032	Small
1660	-8.233099	17.181019	Small
1661	-7.9106746	14.737367	Small
1662	-7.7024217	18.713915	Small
1663	-8.298086	18.458315	Small
1664	-7.8794794	18.640985	Small
1665	8.229187	1.6899406	Small
1666	-7.420406	15.056796	Small
1667	-3.9631612	1.4850665	Small
1668	-4.9677877	-4.096563	Small
1669	-4.5213313	-2.3046424	Small
1670	-0.81145084	3.1108685	Small
1671	-0.6182689	7.241317	Small
1672	-3.925611	5.839249	Small
1673	-7.503377	11.337275	Small
1674	-6.048789	7.2786903	Small
1675	-4.172503	-1.1553566	Small
1676	-3.0364835	-0.9035627	Small
1677	-4.19855	-1.044967	Small
1678	-0.76511043	1.7407322	Small
1679	-5.2536097	11.158941	Small
1680	-5.9171734	11.851367	Small
1681	-7.687431	18.315474	Small
1682	-8.085508	19.686098	Small
1683	-7.938043	17.524025	Small
1684	-6.061582	12.124442	Small
1685	-2.8579128	10.036792	Small
1686	-8.257848	19.171915	Small
1687	-7.3658957	11.624536	Small
1688	7.469718	5.2587676	Small
1689	-3.8832684	5.548029	Small
1690	-5.5004845	11.961619	Small
1691	-7.369928	15.96935	Small
1692	-2.6746829	7.805063	Small
1693	-4.935019	7.151712	Small
1694	-2.0006995	5.3354554	Small
1695	3.3226762	5.196506	Small
1696	-1.8646299	3.0907257	Small
1697	0.7013178	3.8279383	Small
1698	-1.1236918	8.849642	Small
1699	1.2540098	4.181713	Small
1700	2.5267558	4.688772	Small
1701	-0.10490123	6.748542	Small
1702	-1.7137524	8.24903	Small
1703	-7.1282706	15.358429	Small
1704	-0.33538395	4.4244475	Small
1705	-3.5354931	9.827129	Small
1706	-3.806326	9.510615	Small
1707	-5.159864	6.7650967	Small
1708	-5.9727073	11.801031	Small
1709	-7.132927	15.912257	Small
1710	-6.3064537	12.119466	Small
1711	-6.3129973	12.056121	Small
1712	-2.1605382	5.236826	Small
1713	-7.2509255	15.602229	Small
1714	-6.913597	12.671871	Small
1715	-1.8702539	8.906413	Small
1716	-4.5606165	10.443891	Small
1717	-3.8703132	10.614514	Small
1718	-4.9788346	10.906392	Small
1719	-6.5962796	13.029528	Small
1720	-6.686413	14.58607	Small
1721	6.0287557	5.299274	Small
1722	-4.292889	-1.0156821	Small
1723	-5.0364704	8.311106	Small
1724	-0.94473493	4.4695325	Small
1725	-7.315383	11.352215	Small
1726	-7.0140433	9.621171	Small
1727	-4.7129993	7.3295813	Small
1728	-3.0166056	-1.0926584	Small
1729	-3.1818357	3.2387505	Small
1730	-7.9678802	14.7241125	Small
1731	-0.5079378	3.9932857	Small
1732	4.6425743	5.0040736	Small
1733	4.8807683	5.5563188	Small
1734	-1.9765861	8.110602	Small
1735	0.9673753	5.8974104	Small
1736	-6.7810884	16.293892	Small
1737	-1.129209	8.704974	Small
1738	-3.3998785	5.664416	Small
1739	-7.0214415	15.396566	Small
1740	-5.356971	10.075264	Small
1741	-7.0848207	14.2142315	Small
1742	-7.161434	14.116065	Small
1743	-6.535121	12.388473	Small
1744	-8.370076	15.9120245	Small
1745	-7.83662	16.593658	Small
1746	-7.979385	18.938232	Small
1747	-8.0822935	19.558428	Small
1748	-4.316533	11.003226	Small
1749	-7.4729714	11.457719	Small
1750	-8.124013	18.188046	Small
1751	-7.9699726	13.7093725	Small
1752	-8.197307	20.365284	Small
1753	-6.207438	9.675184	Small
1754	-6.0156226	11.7546	Small
1755	-6.1416802	7.2571793	Small
1756	-1.0340022	2.8195555	Small
1757	-4.883942	3.9858203	Small
1758	-1.9051955	2.3494809	Small
1759	2.3691955	4.6369786	Small
1760	-5.004571	4.5516763	Small
1761	-4.202554	0.824278	Small
1762	-1.6804909	3.5096118	Small
1763	-0.23173928	5.1954865	Small
1764	-3.4022326	1.3506962	Small
1765	-5.759838	7.230966	Small
1766	-1.4371103	0.76228	Small
1767	-0.016779082	4.113152	Small
1768	-2.8820596	10.016148	Small
1769	-1.1369137	6.879729	Small
1770	-3.2322016	7.0218897	Small
1771	-6.685083	14.102801	Small
1772	-5.9580884	10.281231	Small
1773	6.9660773	4.51949	Small
1774	6.525834	5.1468	Small
1775	-8.179352	13.942252	Small
1776	2.9004998	5.115466	Small
1777	-8.743986	17.892145	Small
1778	-2.2147658	4.3059826	Small
1779	-1.3481545	7.905872	Small
1780	-5.215087	11.0398	Small
1781	-6.828583	13.285831	Small
1782	1.4941944	5.320267	Small
1783	-6.76082	11.295555	Small
1784	9.787648	5.8531	Small
1785	-0.20996846	5.46814	Small
1786	-0.9345375	1.5859963	Small
1787	4.2272387	4.831934	Small
1788	2.0653892	4.3492193	Small
1789	6.2113194	4.6916704	Small
1790	5.8693185	5.1549883	Small
1791	-7.9148088	14.519157	Small
1792	-2.0571377	-0.14505674	Small
1793	-2.1508331	8.201998	Small
1794	1.6314143	4.0587807	Small
1795	-5.689865	-5.5223417	Small
1796	-5.0542827	-4.286455	Small
1797	-4.260816	2.9683022	Small
1798	3.6786096	4.985042	Small
1799	-0.6518018	1.6524229	Small
1800	-7.934327	17.782808	Small
1801	-4.2729964	7.3926177	Small
1802	-3.5402489	2.7007766	Small
1803	-6.559936	8.155372	Small
1804	-1.8469038	4.7149816	Small
1805	-5.8389378	9.449713	Small
1806	-1.0405816	6.5753636	Small
1807	-5.744815	11.221534	Small
1808	-6.735203	15.930099	Small
1809	-6.0465517	11.82432	Small
1810	-8.001991	17.528065	Small
1811	-5.124383	10.894723	Small
1812	-6.453152	9.370067	Small
1813	-4.538748	3.3546824	Small
1814	-1.7670304	1.2144245	Small
1815	-7.175488	13.473332	Small
1816	2.692351	5.0505815	Small
1817	-5.1937957	8.079544	Small
1818	-7.561087	13.494481	Small
1819	-4.896458	4.8847446	Small
1820	3.4825401	4.8558955	Small
1821	-2.6210086	9.674204	Small
1822	-1.3274822	0.85236907	Small
1823	-0.22263807	4.2632966	Small
1824	-8.268896	15.895969	Small
1825	-7.3105955	13.26301	Small
1826	-7.0734506	15.774671	Small
1827	-6.924386	13.751585	Small
1828	-4.264053	1.3872428	Small
1829	-6.0113764	10.746186	Small
1830	2.417153	5.6703753	Small
1831	-4.4385667	10.712503	Small
1832	-4.0796795	0.5611381	Small
1833	-1.3289658	4.68434	Small
1834	3.9396746	4.9779034	Small
1835	-7.7680492	17.30464	Small
1836	-2.6905932	9.092315	Small
1837	-5.465834	6.5808926	Small
1838	-1.8226167	5.308054	Small
1839	-7.293953	12.892347	Small
1840	-7.032756	10.4039	Small
1841	-3.836652	7.934296	Small
1842	-8.166076	13.519093	Small
1843	-3.6266477	7.322098	Small
1844	-3.6290443	9.984154	Small
1845	-8.44318	18.994616	Small
1846	-6.410822	9.403566	Small
1847	-6.148232	12.317327	Small
1848	7.1189623	3.4032047	Small
1849	-3.1666396	8.933037	Small
1850	-5.7640805	9.707665	Small
1851	-4.0848374	8.407642	Small
1852	1.4065973	6.2404695	Small
1853	-0.30524474	7.173773	Small
1854	-5.9752016	13.147798	Small
1855	-6.0164046	11.833438	Small
1856	-2.6591587	8.24112	Small
1857	5.1433787	5.0496907	Small
1858	-5.4294496	9.705268	Small
1859	-6.275689	13.086847	Small
1860	-6.6643867	14.357477	Small
1861	-5.019898	6.854945	Small
1862	-6.858792	15.81668	Small
1863	-7.05956	13.574732	Small
1864	6.7281194	3.936071	Small
1865	-1.4931159	7.9650254	Small
1866	7.498652	2.5970929	Small
1867	-6.326744	11.5788	Small
1868	-6.037661	11.532764	Small
1869	-1.2349614	7.454487	Small
1870	5.970607	5.2833757	Small
1871	-7.989027	18.16361	Small
1872	9.465369	0.3894618	Small
1873	7.4398327	2.7194393	Small
1874	6.948	3.7948499	Small
1875	-0.7819452	8.035902	Small
1876	-6.5232687	11.652901	Small
1877	1.4435441	7.1266875	Small
1878	-3.8674848	10.419839	Small
1879	-4.714653	10.906258	Small
1880	-5.357515	10.000133	Small
1881	-6.512092	13.474539	Small
1882	-5.6506457	9.12764	Small
1883	7.7101145	2.2788696	Small
1884	-8.16738	19.80438	Small
1885	0.023551613	2.7623477	Small
1886	-1.14766	8.314419	Small
1887	7.260754	3.0208046	Small
1888	-1.6425714	7.945701	Small
1889	6.5143094	3.797065	Small
1890	-3.1865926	1.3342274	Small
1891	-3.637329	-1.0751532	Small
1892	-9.0195465	18.30706	Small
1893	-9.179383	17.652822	Small
1894	-5.086429	4.9966116	Small
1895	-8.835268	18.42588	Small
1896	-2.7502573	-0.8404517	Small
1897	-6.520193	12.686732	Small
1898	-7.128148	15.549399	Small
1899	0.61572546	5.3677964	Small
1900	-8.029979	20.30119	Small
1901	-8.176856	19.521437	Small
1902	-8.713914	18.108023	Small
1903	7.38072	2.6154203	Small
1904	0.01584135	2.8197281	Small
1905	-5.6603427	-5.469386	Small
1906	-0.9426831	2.3658357	Small
1907	-3.6608627	5.571564	Small
1908	-1.099861	8.679001	Small
1909	-4.5334225	8.809437	Small
1910	-9.121759	18.79904	Small
1911	-8.162819	14.1290455	Small
1912	-8.353358	20.674393	Small
1913	-9.403085	18.993057	Small
1914	0.634678	3.9516077	Small
1915	0.35396114	5.2760067	Small
1916	4.425195	5.692121	Small
1917	0.08942437	7.439722	Small
1918	-6.5754876	14.051457	Small
1919	-6.84008	12.8784485	Small
1920	-8.582274	17.089592	Small
1921	-7.5767446	17.725433	Small
1922	-7.621673	17.941433	Small
1923	-8.056601	13.435074	Small
1924	-8.841367	16.297255	Small
1925	4.172438	5.5591702	Small
1926	-9.270569	16.863325	Small
1927	-3.4110198	4.8892193	Small
1928	-8.709746	20.4129	Small
1929	-4.200043	4.018123	Small
1930	0.73139715	3.792432	Small
1931	-7.2940016	10.448076	Small
1932	-4.259541	2.464772	Small
1933	0.52252966	3.84497	Small
1934	7.270911	3.4373329	Small
1935	-7.6309214	12.096181	Small
1936	-3.5387092	10.341741	Small
1937	0.3587637	4.934812	Small
1938	-2.5480702	4.683955	Small
1939	-1.5810801	1.917137	Small
1940	-4.9998927	5.5722623	Small
1941	-9.281546	17.678883	Small
1942	-4.1014433	10.623612	Small
1943	-2.61234	3.6459408	Small
1944	-9.28116	15.73528	Small
1945	-5.7639065	11.208444	Small
1946	-8.09609	17.864319	Small
1947	-6.972439	12.902583	Small
1948	-1.6761205	3.2853131	Small
1949	7.585126	2.4569728	Small
1950	6.2446246	4.8469644	Small
1951	-7.8601217	13.432095	Small
1952	-8.065932	14.507037	Small
1953	-1.2243755	1.928592	Small
1954	-6.22379	7.929783	Small
1955	-6.4645805	9.336692	Small
1956	-6.3851194	7.7635646	Small
1957	-5.5821915	-5.3286433	Small
1958	-5.527416	9.920038	Small
1959	-0.7947363	7.1498613	Small
1960	-8.7882805	18.759363	Small
1961	-9.483137	16.558739	Small
1962	-8.648867	17.82766	Small
1963	-9.24556	16.193972	Small
1964	-6.9437914	10.096127	Small
1965	1.3180541	3.8405466	Small
1966	-0.26084593	4.144954	Small
1967	-9.024263	19.679958	Small
1968	-9.187904	19.680847	Small
1969	-9.964178	15.607321	Small
1970	-8.928419	14.109791	Small
1971	-2.995863	-1.190528	Small
1972	2.8800952	4.857838	Small
1973	6.4410124	5.1743603	Small
1974	-8.492802	12.267366	Small
1975	-8.361418	12.407067	Small
1976	-5.23154	-4.650852	Small
1977	-5.0385475	-4.190674	Small
1978	-8.712892	20.872547	Small
1979	-9.504181	17.242668	Small
1980	-9.80803	15.582053	Small
1981	-9.710604	17.877039	Small
1982	0.74477035	6.8133397	Small
1983	-8.619278	14.803076	Small
1984	-8.83486	15.005885	Small
1985	-8.697835	13.699556	Small
1986	-9.733633	17.773836	Small
1987	-9.276421	14.051158	Small
1988	-9.104148	19.408209	Small
1989	-1.9005681	2.931174	Small
1990	-9.262343	16.149988	Small
1991	-8.58218	13.379298	Small
1992	-8.750875	12.643611	Small
1993	-3.6648486	5.454977	Small
1994	-2.9483058	1.7308323	Small
1995	-7.775761	12.100176	Small
1996	-2.999272	10.147274	Small
1997	0.9015557	6.8760414	Small
1998	4.9126887	4.8273807	Small
1999	4.4812984	5.1695976	Small
2000	6.2132254	4.08042	Small
2001	-0.05441082	5.79115	Small
2002	-8.7939205	12.774974	Small
2003	-2.1340446	8.40023	Small
2004	-9.879025	18.07237	Small
2005	-9.909951	15.00999	Small
2006	-9.059116	20.369677	Small
2007	-9.693249	19.295115	Small
2008	-8.684128	20.875303	Small
2009	-9.029121	13.232866	Small
2010	-8.785298	20.663488	Small
2011	-1.1246938	8.83362	Small
2012	-8.471701	12.6897135	Small
2013	2.3652537	5.2389684	Small
2014	-9.343099	19.674353	Small
2015	-9.67145	19.142664	Small
2016	-9.306183	13.633022	Small
2017	-9.923442	17.411455	Small
2018	-8.574674	20.844826	Small
2019	-9.253858	20.06141	Small
2020	-8.535887	21.123415	Small
2021	-4.950772	3.9755456	Small
2022	-6.4675603	7.6800942	Small
2023	-9.769554	14.630415	Small
2024	-9.570659	19.422266	Small
2025	-9.3520975	20.03148	Small
2026	-8.591039	21.06376	Small
2027	-6.1012588	6.8087697	Small
2028	-7.703875	11.393358	Small
2029	-9.513144	15.082717	Small
2030	-10.024382	17.85345	Small
2031	-9.111637	20.251509	Small
2032	-9.9925375	18.079079	Small
2033	-8.777605	13.254323	Small
2034	-10.086552	18.102745	Small
2035	-9.432502	14.248829	Small
2036	-9.640855	19.353376	Small
2037	-7.3674116	10.975957	Small
2038	-9.65213	19.188276	Small
2039	-8.902468	20.720266	Small
2040	-8.387748	21.076048	Small
2041	-8.520288	21.090286	Small
2042	-9.982044	17.984797	Small
2043	-9.69545	14.643116	Small
2044	-9.48468	19.658514	Small
2045	-9.21909	13.592291	Small
2046	-9.151568	15.472887	Small
2047	-9.319047	19.912899	Small
2048	-9.945577	18.05801	Small
2049	-1.1087675	1.0865521	Small
2050	-5.104587	6.8076005	Small
2051	4.5127683	5.7444754	Small
2052	-0.6309431	1.6154687	Small
2053	6.767607	4.829113	Small
2054	8.666579	1.0986663	Small
2055	-10.012421	17.977776	Small
2056	-8.667488	13.186848	Small
2057	-8.507562	13.418244	Small
2058	0.6004646	4.961107	Small
2059	-4.1268387	6.069138	Small
2060	-2.2196984	7.330933	Small
2061	7.7798367	2.0919068	Small
2062	5.9562225	4.727689	Small
2063	-9.357285	15.6153555	Small
2064	-9.946553	19.15189	Small
2065	-9.302805	13.916392	Small
2066	0.62940294	6.221137	Small
2067	-2.6425219	8.357644	Small
2068	-9.571099	15.240243	Small
2069	-2.6487923	9.897287	Small
2070	-3.6065252	10.098859	Small
2071	-8.331024	11.939922	Small
2072	-9.532324	19.092218	Small
2073	-9.84843	16.37012	Small
2074	-9.652727	14.968338	Small
2075	-9.533168	15.906921	Small
2076	-7.6075306	11.061453	Small
2077	-9.196667	19.490705	Small
2078	-1.7836952	8.049541	Small
2079	-9.085487	14.585807	Small
2080	-2.4346836	8.2622595	Small
2081	-8.870154	20.518002	Small
2082	-1.8325174	9.474217	Small
2083	-0.9898767	8.844095	Small
2084	-9.888425	19.123703	Small
2085	-9.775261	19.05982	Small
2086	-8.508257	20.974113	Small
2087	-8.717606	13.276091	Small
2088	-8.366248	12.470009	Small
2089	-9.54512	15.791576	Small
2090	-9.967178	17.858418	Small
2091	-1.74781	9.435672	Small
2092	-10.067007	17.409159	Small
2093	-8.807401	12.809868	Small
2094	-3.4058287	6.365351	Small
2095	-2.7425547	8.093528	Small
2096	-8.070896	12.587578	Small
2097	-9.836689	14.708396	Small
2098	-1.7539443	9.163716	Small
2099	-2.4624732	9.072811	Small
2100	8.971539	5.7322187	Small
2101	1.7553619	5.611402	Small
2102	-3.1842659	2.3727102	Small
2103	-2.713341	2.0362158	Small
2104	-7.5859737	11.24874	Small
2105	-7.5472345	11.322264	Small
2106	-7.352811	9.825994	Small
2107	-9.715254	17.73525	Small
2108	-8.583129	20.872316	Small
2109	-8.622615	20.833214	Small
2110	-10.019605	17.593649	Small
2111	-8.892931	13.216568	Small
2112	-7.338779	11.301358	Small
2113	-3.2427564	10.230333	Small
2114	-8.838092	20.728365	Small
2115	-7.540204	10.695802	Small
2116	-10.012058	19.22992	Small
2117	-3.251174	10.120517	Small
2118	-9.955615	17.195421	Small
2119	-9.985905	17.968641	Small
2120	0.18662794	5.3106256	Small
2121	-9.986716	18.175735	Small
2122	-9.782961	14.644181	Small
2123	-8.317806	11.563955	Small
2124	-7.641125	11.292085	Small
2125	-8.409832	11.700264	Small
2126	-2.5829146	9.549494	Small
2127	-5.2049475	8.790784	Small
2128	-0.3711045	3.4119627	Small
2129	-3.4768019	2.8277445	Small
2130	-2.5054815	2.013228	Small
2131	7.6240716	3.4477096	Small
2132	-4.448981	6.519415	Small
2133	-9.123829	13.3096895	Small
2134	-3.9917	6.9117064	Small
2135	-4.405478	5.7931814	Small
2136	1.0331527	7.0416164	Small
2137	-7.242008	11.500413	Small
2138	-7.7838416	16.423374	Small
2139	-7.6225896	12.788196	Small
2140	-7.2519307	10.801997	Small
2141	-8.8676815	14.090537	Small
2142	-8.154268	11.924991	Small
2143	-8.713353	17.026516	Small
2144	-8.94781	16.663404	Small
2145	-9.125773	17.425343	Small
2146	-8.161193	11.782527	Small
2147	-9.838998	18.492409	Small
2148	-9.384773	19.535416	Small
2149	-6.60854	9.246095	Small
2150	-9.511487	16.709036	Small
2151	-8.877344	13.033132	Small
2152	-9.374953	17.929264	Small
2153	5.266951	5.559571	Small
2154	2.1176746	5.953364	Small
2155	-9.599139	16.136923	Small
2156	-9.6680975	15.359985	Small
2157	-9.996486	18.246964	Small
2158	-9.15195	15.858247	Small
2159	-8.803123	13.392125	Small
2160	-8.43118	12.115906	Small
2161	-4.050683	9.130416	Small
2162	9.548164	5.853997	Small
2163	-2.434982	8.933267	Small
2164	-9.753302	18.844324	Small
2165	-9.730528	17.845715	Small
2166	-8.110536	12.750935	Small
2167	-9.17848	16.369537	Small
2168	-9.812703	15.077827	Small
2169	-9.43466	16.620708	Small
2170	-9.480544	14.390458	Small
2171	-9.286998	16.879004	Small
2172	-9.206745	19.822752	Small
2173	-8.440081	12.610389	Small
2174	-9.195934	15.231083	Small
2175	-8.505385	18.485138	Small
2176	-7.669356	12.827834	Small
2177	-2.0721502	7.571593	Small
2178	2.4708745	6.8315134	Small
2179	-9.431268	15.778614	Small
2180	-9.737098	18.664268	Small
2181	-8.24422	12.337775	Small
2182	-3.6597242	10.371073	Small
2183	-9.645364	14.676152	Small
2184	-0.68759066	8.739203	Small
2185	-8.313249	11.6514435	Small
2186	-9.743481	19.102324	Small
2187	-6.417204	11.11784	Small
2188	-3.2273917	7.8726215	Small
2189	6.612803	3.8938208	Small
2190	-9.888083	18.11571	Small
2191	-9.634663	19.12012	Small
2192	-9.682065	18.333748	Small
2193	-9.495354	15.388375	Small
2194	-9.63646	14.901848	Small
2195	-9.128233	13.553891	Small
2196	-9.038846	13.277809	Small
2197	-9.693362	15.004319	Small
2198	-9.473639	16.877554	Small
2199	-9.528837	16.598999	Small
2200	-3.852867	6.662916	Small
2201	-3.8444526	3.1333747	Small
2202	6.7259793	5.166146	Small
2203	-9.877272	18.99399	Small
2204	-8.372781	20.936451	Small
2205	-9.548957	19.557451	Small
2206	-9.093818	20.356153	Small
2207	-8.226914	21.021988	Small
2208	-4.347075	2.6702278	Small
2209	-8.178709	11.847473	Small
2210	-6.7334485	8.454252	Small
2211	-4.433784	6.227026	Small
2212	-9.90081	16.757015	Small
2213	-9.758039	18.95106	Small
2214	-6.9803433	9.084413	Small
2215	-6.1098366	7.2046027	Small
2216	6.5462427	4.695073	Small
2217	-4.227555	-0.6406481	Small
2218	-9.87833	16.032969	Small
2219	-8.417788	21.254791	Small
2220	-9.391508	19.812992	Small
2221	-8.787724	20.779125	Small
2222	-9.514663	14.434893	Small
2223	-9.665994	19.23317	Small
2224	-2.7563677	-1.2979231	Small
2225	-9.508609	14.625132	Small
2226	-3.255216	-1.1236098	Small
2227	-9.792131	18.94457	Small
2228	-8.734447	12.939961	Small
2229	-0.6699284	5.624659	Small
2230	-4.6462975	-2.8223782	Small
2231	-9.546282	14.650951	Small
2232	-8.652928	20.781288	Small
2233	-5.330817	-4.667093	Small
2234	-7.6133866	11.238067	Small
2235	-8.805221	13.029779	Small
2236	4.182843	5.430941	Small
2237	-5.0075636	-4.186879	Small
2238	-5.345097	-4.915152	Small
2239	7.119786	4.003973	Small
2240	-3.8231282	10.3145895	Small
2241	-3.064067	9.527726	Small
2242	-6.000191	11.888151	Small
2243	-1.7379558	8.209994	Small
2244	-4.8633885	8.970685	Small
2245	-3.0754616	8.882221	Small
2246	-3.147133	9.031296	Small
2247	-7.348429	13.717479	Small
2248	-3.5145097	9.286149	Small
2249	-5.5580688	8.641747	Small
2250	-3.7549567	6.3427486	Small
2251	-0.3170795	2.7708628	Small
2252	-1.3305367	0.9282041	Small
2253	-4.294807	8.721136	Small
2254	-1.733521	2.4852033	Small
2255	-0.6018099	2.264703	Small
2256	-1.77901	8.372106	Small
2257	-4.5829945	7.6505284	Small
2258	-4.546779	-2.5998292	Small
2259	7.2516875	3.9334335	Small
2260	-1.2670717	6.5658445	Small
2261	-1.2497765	3.1436002	Small
2262	-1.8516717	1.9635278	Small
2263	-5.224544	-4.330009	Small
2264	-4.097308	-1.7028933	Small
2265	-3.520609	2.7326357	Small
2266	-9.761543	15.562571	Small
2267	-2.67458	2.861909	Small
2268	-4.239048	6.35292	Small
2269	-9.635163	14.425038	Small
2270	-8.648754	21.031525	Small
2271	-3.4048085	0.5715788	Small
2272	-4.8232727	3.4942098	Small
2273	3.3587523	5.0608745	Small
2274	-1.9919826	0.75253993	Small
2275	-9.080847	17.795767	Small
2276	-9.645709	15.698272	Small
2277	-9.474244	19.202732	Small
2278	-8.686713	13.762698	Small
2279	-9.709954	15.340267	Small
2280	0.83656067	4.4294796	Small
2281	-8.88761	18.915442	Small
2282	-9.516285	16.787258	Small
2283	-3.464931	10.284494	Small
2284	-0.82902193	8.457774	Small
2285	-5.2510815	-4.3288937	Small
2286	8.017958	4.201186	Small
2287	0.9967389	3.7357926	Small
2288	-1.9278802	-0.1727556	Small
2289	-3.2082388	-1.1053396	Small
2290	-3.2950666	-0.32762352	Small
2291	0.06664996	3.2146533	Small
2292	-5.5001225	-5.284975	Small
2293	-3.569899	10.4809675	Small
2294	-4.9483314	9.696926	Small
2295	-9.155894	13.4150715	Small
2296	-5.226111	8.425558	Small
2297	-8.794873	16.275793	Small
2298	-9.049344	18.04772	Small
2299	-5.295009	10.249142	Small
2300	-8.311866	11.642964	Small
2301	7.1687617	3.8127475	Small
2302	2.7855954	5.1705236	Small
2303	4.6327806	4.88745	Small
2304	2.2492485	4.647822	Small
2305	-9.4061165	19.359774	Small
2306	-9.861152	18.209888	Small
2307	4.029405	5.910523	Small
2308	-2.9353461	7.600755	Small
2309	-5.311539	7.8688235	Small
2310	-2.4530795	5.534183	Small
2311	-0.7232145	7.450015	Small
2312	6.1173625	4.3225064	Small
2313	-1.4928274	1.685677	Small
2314	-2.5625446	1.50087	Small
2315	3.2919517	5.0892673	Small
2316	-4.831027	7.1346726	Small
2317	-1.3210734	1.9721226	Small
2318	-8.896117	14.209802	Small
