	UMAP Component 1	UMAP Component 2	Label
4165	15.091144	0.54618883	Large
4166	14.849995	4.304547	Large
4167	16.333654	-3.1844347	Large
4168	16.670732	3.8420808	Large
4169	14.488527	0.86113596	Large
4170	18.761501	5.256822	Large
4171	14.936153	-3.4066794	Large
4172	16.088589	-3.9951627	Large
4173	18.383049	4.3147197	Large
4174	16.253027	14.191967	Large
4175	17.936619	6.6536255	Large
4176	13.097526	2.0742576	Large
4177	16.222467	-1.3086045	Large
4178	13.234332	16.79462	Large
4179	17.289726	7.8823576	Large
4180	10.650814	5.0775228	Large
4181	16.964478	-0.9933404	Large
4182	15.951941	3.3203826	Large
4183	16.885078	-0.56169605	Large
4184	16.606869	14.862406	Large
4185	16.734913	8.868015	Large
4186	17.706097	7.632632	Large
4187	16.392065	5.605081	Large
4188	16.939754	13.118594	Large
4189	17.738415	12.565465	Large
4190	12.378422	17.343243	Large
4191	17.10712	0.8119332	Large
4192	8.720778	4.7767005	Large
4193	14.509839	15.409644	Large
4194	15.987725	13.089449	Large
4195	16.7548	9.514903	Large
4196	17.720108	10.180859	Large
4197	16.010134	5.697125	Large
4198	13.420591	16.623558	Large
4199	15.982182	8.996239	Large
4200	15.900685	6.603996	Large
4201	14.766765	4.5374517	Large
4202	14.086754	2.6170528	Large
4203	13.600446	3.4798331	Large
4204	15.120667	11.568291	Large
4205	15.171713	9.419317	Large
4206	17.50882	10.676508	Large
4207	13.896534	6.2594643	Large
4208	14.539924	4.8941264	Large
4209	15.991515	6.77175	Large
4210	18.902582	6.484413	Large
4211	12.247497	0.77923757	Large
4212	18.625013	4.126618	Large
4213	16.282785	12.88201	Large
4214	15.683571	9.503319	Large
4215	16.703873	2.541117	Large
4216	17.782465	3.040274	Large
4217	15.748555	2.5063272	Large
4218	17.759665	3.506696	Large
4219	16.344957	10.411406	Large
4220	10.430074	17.191895	Large
4221	16.735935	11.352521	Large
4222	12.380991	1.6572969	Large
4223	18.289501	9.681105	Large
4224	13.929009	-1.5791421	Large
4225	14.643098	5.128462	Large
4226	15.116425	4.383708	Large
4227	15.6948805	4.1576896	Large
4228	18.437262	4.530012	Large
4229	14.430627	10.068492	Large
4230	14.219733	8.532639	Large
4231	12.773155	6.416834	Large
4232	13.236043	0.1788742	Large
4233	13.704607	5.4543166	Large
4234	16.136927	-2.329191	Large
4235	14.926475	9.284276	Large
4236	12.822391	0.34992468	Large
4237	14.012137	2.7997165	Large
4238	16.081764	-2.5285895	Large
4239	16.210106	3.7155316	Large
4240	12.953512	11.218487	Large
4241	15.43041	3.3434289	Large
4242	17.056389	13.567555	Large
4243	16.004076	8.042405	Large
4244	8.665617	16.874874	Large
4245	17.56258	11.709502	Large
4246	17.264297	4.467675	Large
4247	14.392148	2.9417496	Large
4248	15.588207	8.083716	Large
4249	15.227462	-0.6092065	Large
4250	14.7737875	2.8489532	Large
4251	15.508239	15.201722	Large
4252	14.006499	11.074059	Large
4253	15.716729	13.483729	Large
4254	14.613125	4.083382	Large
4255	15.594311	1.4903841	Large
4256	15.609522	5.9048376	Large
4257	15.509032	3.1735024	Large
4258	16.077114	-1.7294223	Large
4259	17.107628	9.6407385	Large
4260	16.290716	5.4139457	Large
4261	17.554262	0.1592667	Large
4262	13.093245	5.04538	Large
4263	12.994907	-0.21811935	Large
4264	16.515553	4.774178	Large
4265	17.78181	3.3164322	Large
4266	14.943618	3.2023785	Large
4267	17.633427	7.427577	Large
4268	18.331865	9.091041	Large
4269	15.356483	0.12887107	Large
4270	17.878616	3.4882617	Large
4271	12.420303	5.50625	Large
4272	16.752703	4.3858595	Large
4273	15.889853	4.447516	Large
4274	18.4948	4.096954	Large
4275	15.1503	10.301594	Large
4276	14.2829685	16.844286	Large
4277	13.313871	5.1958985	Large
4278	13.199234	13.24122	Large
4279	14.367132	-1.747305	Large
4280	18.545462	4.161681	Large
4281	16.317196	4.020857	Large
4282	13.44609	12.253971	Large
4283	18.669752	5.484191	Large
4284	14.891652	10.757637	Large
4285	12.289711	6.3389354	Large
4286	14.092092	12.182743	Large
4287	14.816388	10.949556	Large
4288	12.286527	16.350283	Large
4289	16.283785	1.5481524	Large
4290	14.765934	8.014924	Large
4291	14.508706	7.839044	Large
4292	16.405455	9.702876	Large
4293	16.157715	7.3291883	Large
4294	16.490177	10.612057	Large
4295	16.370361	2.7563977	Large
4296	16.971703	12.020497	Large
4297	17.512964	11.258668	Large
4298	15.603546	8.797243	Large
4299	15.66774	7.082658	Large
4300	14.739886	3.2425225	Large
4301	17.692057	5.718109	Large
4302	16.735666	2.7571335	Large
4303	14.801585	7.911561	Large
4304	13.474736	10.666386	Large
4305	13.571596	12.784773	Large
4306	13.052569	15.75016	Large
4307	13.484282	13.162891	Large
4308	14.29758	10.009685	Large
4309	8.540622	4.259364	Large
4310	14.18725	10.316708	Large
4311	13.004742	2.0490122	Large
4312	15.060664	1.8111398	Large
4313	14.392297	1.2559862	Large
4314	11.381965	3.5337903	Large
4315	7.5962763	3.881343	Large
4316	12.655053	3.8028705	Large
4317	14.8223	0.8334492	Large
4318	14.290418	8.328384	Large
4319	14.682472	4.8706717	Large
4320	15.1072235	5.0808706	Large
4321	15.671175	4.454474	Large
4322	14.799224	4.122987	Large
4323	12.817602	2.1241376	Large
4324	17.158085	6.689997	Large
4325	16.058954	0.9390734	Large
4326	9.679161	4.735098	Large
4327	16.261585	6.8747644	Large
4328	16.183277	5.2337832	Large
4329	11.330648	4.3642898	Large
4330	16.230595	8.316404	Large
4331	15.721976	5.491433	Large
4332	14.214828	12.193409	Large
4333	17.131458	0.29890043	Large
4334	15.774862	-1.7446859	Large
4335	17.0641	12.208037	Large
4336	17.141201	11.935717	Large
4337	15.204463	1.6108162	Large
4338	15.066847	6.431756	Large
4339	13.221384	5.816216	Large
4340	11.886327	3.1053636	Large
4341	15.592202	15.528658	Large
4342	13.156637	0.6108334	Large
4343	15.305929	-1.4667811	Large
4344	15.879372	2.1268542	Large
4345	13.858136	0.090813056	Large
4346	16.140398	1.7509539	Large
4347	14.753522	-0.45663384	Large
4348	16.701029	5.2533493	Large
4349	17.012217	4.476056	Large
4350	17.259676	1.6792164	Large
4351	16.48271	9.859287	Large
4352	15.69295	1.3702703	Large
4353	15.418949	1.685185	Large
4354	11.712712	3.105202	Large
4355	15.923256	12.021142	Large
4356	15.0790415	-1.914722	Large
4357	18.754362	5.103158	Large
4358	15.319773	8.744174	Large
4359	15.082957	-0.79256445	Large
4360	13.532896	-0.09682412	Large
4361	14.65275	11.28932	Large
4362	11.72086	16.466871	Large
4363	10.654496	16.790339	Large
4364	16.49319	9.573836	Large
4365	15.609742	-1.9828209	Large
4366	17.463562	11.403399	Large
4367	15.402787	0.33977297	Large
4368	15.845307	14.003195	Large
4369	16.154726	0.27882236	Large
4370	16.318802	-3.9156451	Large
4371	12.886326	5.088782	Large
4372	14.085781	10.106058	Large
4373	12.756083	0.2630471	Large
4374	17.463852	10.886838	Large
4375	18.17139	9.561676	Large
4376	15.3328085	2.5109797	Large
4377	12.747819	-0.0952189	Large
4378	16.255625	1.482532	Large
4379	14.097728	2.7531288	Large
4380	17.200573	-0.68777305	Large
4381	15.576663	3.5326257	Large
4382	16.477436	6.5105314	Large
4383	16.387135	-3.8578942	Large
4384	14.303468	10.694566	Large
4385	15.147417	15.263561	Large
4386	13.626103	2.2456582	Large
4387	12.019828	7.0707006	Large
4388	13.912618	11.312064	Large
4389	13.424943	13.019757	Large
4390	14.084618	11.660069	Large
4391	16.416128	-0.059677552	Large
4392	15.181186	2.889984	Large
4393	15.817189	5.450787	Large
4394	16.843422	10.839139	Large
4395	17.746855	12.256338	Large
4396	15.08383	3.7045891	Large
4397	13.8302355	1.524989	Large
4398	12.680766	4.57336	Large
4399	12.638532	4.447543	Large
4400	13.353068	-1.1509249	Large
4401	9.981237	5.349132	Large
4402	13.72153	6.418306	Large
4403	17.303207	6.6738625	Large
4404	14.269672	9.152823	Large
4405	16.4022	10.655298	Large
4406	16.75089	9.6753645	Large
4407	14.529379	8.527099	Large
4408	15.267944	-1.3468297	Large
4409	15.468932	14.694651	Large
4410	15.571395	9.297479	Large
4411	15.942504	9.562407	Large
4412	10.337961	5.299667	Large
4413	14.635942	2.9422038	Large
4414	13.7388935	16.637133	Large
4415	16.019133	13.716583	Large
4416	15.639798	6.321658	Large
4417	13.181947	1.715581	Large
4418	18.309875	9.610657	Large
4419	15.610489	6.467684	Large
4420	11.262413	4.5633645	Large
4421	14.647058	2.180215	Large
4422	14.309083	15.42425	Large
4423	15.669775	1.7553461	Large
4424	16.354097	10.104491	Large
4425	17.447115	4.9646645	Large
4426	15.550258	3.0362523	Large
4427	15.997736	1.9762403	Large
4428	7.6646867	3.9644263	Large
4429	10.741679	7.040234	Large
4430	8.426711	3.7044096	Large
4431	9.4689665	5.6300373	Large
4432	8.41796	4.1597667	Large
4433	8.2564535	4.3476577	Large
4434	8.8072605	1.9363222	Large
4435	10.484351	6.687737	Large
4436	7.8371143	4.7042284	Large
4437	7.775178	4.0768175	Large
4438	8.440344	4.021146	Large
4439	8.660158	3.2847018	Large
4440	9.557592	5.7611465	Large
4441	8.528295	4.8090515	Large
4442	7.8058777	3.8918293	Large
4443	7.8688736	3.4286888	Large
4444	8.458244	4.3343897	Large
4445	9.302901	0.5127276	Large
4446	8.983597	5.656973	Large
4447	8.332976	3.9067209	Large
4448	8.576876	4.5203805	Large
4449	9.4114275	5.313384	Large
4450	9.8687	6.8953495	Large
4451	9.568576	6.5762854	Large
4452	10.925571	7.2722254	Large
4453	9.353841	6.0141892	Large
4454	10.452687	7.1985364	Large
4455	9.710535	6.368663	Large
4456	9.667049	6.7014585	Large
4457	9.680514	6.829383	Large
4458	-0.10125376	4.5739255	Large
4459	11.8824	7.35852	Large
4460	10.691368	6.908935	Large
4461	8.365422	4.163415	Large
4462	9.802495	6.091322	Large
4463	8.346829	5.0008855	Large
4464	9.691377	6.171558	Large
4465	10.001034	6.7633786	Large
4466	9.052191	4.348233	Large
4467	9.04037	5.3185797	Large
4468	9.391096	3.3387606	Large
4469	9.428661	5.868019	Large
4470	9.856071	6.223729	Large
4471	8.535143	3.9498382	Large
4472	9.374921	5.5643473	Large
4473	7.5021253	2.5670888	Large
4474	15.55436	8.897221	Large
4475	14.584082	4.865892	Large
4476	15.261581	7.7946625	Large
4477	15.287191	9.7231655	Large
4478	15.549659	9.954152	Large
4479	18.151897	7.973439	Large
4480	16.544447	-0.95753354	Large
4481	17.161343	0.6341533	Large
4482	15.399968	12.63724	Large
4483	15.440608	5.9436593	Large
4484	18.31355	7.7037926	Large
4485	14.049219	16.175072	Large
4486	12.557243	9.535395	Large
4487	12.730082	11.194085	Large
4488	12.778707	11.532813	Large
4489	12.585521	9.211958	Large
4490	12.040224	7.9998817	Large
4491	12.713883	11.581578	Large
4492	12.694692	12.495666	Large
4493	12.625974	11.889924	Large
4494	12.837024	11.540029	Large
4495	13.476222	10.729346	Large
4496	14.385592	12.724602	Large
4497	14.631975	10.77546	Large
4498	12.866987	11.892131	Large
4499	12.759015	3.5075972	Large
4500	15.678005	8.912935	Large
4501	13.764455	11.702643	Large
4502	12.430784	14.055044	Large
4503	13.03903	9.531375	Large
4504	14.161351	12.791532	Large
4505	10.906494	5.293792	Large
4506	10.73132	5.252004	Large
4507	13.553767	11.371012	Large
4508	13.84277	11.540268	Large
4509	14.728894	9.001491	Large
4510	12.499057	6.1502466	Large
4511	14.360685	-1.1522251	Large
4512	12.894687	1.7996781	Large
4513	11.416476	3.9734519	Large
4514	10.520213	5.258336	Large
4515	14.449479	-2.7369022	Large
4516	-1.6476607	-0.33826578	Large
4517	14.392137	-1.1380707	Large
4518	13.673826	2.2239995	Large
4519	16.672108	-1.3418032	Large
4520	10.84553	6.522727	Large
4521	11.044279	4.7651377	Large
4522	15.080313	1.5195096	Large
4523	12.676168	4.113045	Large
4524	16.42243	6.547154	Large
4525	18.125465	5.6255355	Large
4526	12.9137335	4.3127446	Large
4527	17.696545	2.1797805	Large
4528	15.653797	0.025468286	Large
4529	14.077534	10.423152	Large
4530	16.18484	-0.23176	Large
4531	12.838593	6.409136	Large
4532	16.22442	6.7272735	Large
4533	18.338264	9.260114	Large
4534	8.810382	1.9919521	Large
4535	15.546451	12.126438	Large
4536	14.371003	4.6373878	Large
4537	14.628912	11.931726	Large
4538	12.970588	8.785693	Large
4539	13.136692	9.083679	Large
4540	11.404907	6.977978	Large
4541	13.315903	12.65079	Large
4542	13.080135	11.471533	Large
4543	4.7576222	5.135105	Large
4544	12.852832	10.0194	Large
4545	11.48922	15.596096	Large
4546	13.696117	13.575177	Large
4547	12.784676	11.044114	Large
4548	12.620391	13.157491	Large
4549	9.214605	16.352934	Large
4550	10.667633	15.86851	Large
4551	12.595128	14.314147	Large
4552	15.272634	11.341266	Large
4553	13.200493	11.280812	Large
4554	11.825066	14.768826	Large
4555	12.988734	11.913681	Large
4556	11.886335	14.90111	Large
4557	12.641037	13.370914	Large
4558	12.783202	11.311169	Large
4559	11.16163	7.328264	Large
4560	13.532115	12.720255	Large
4561	11.70241	14.759693	Large
4562	13.257683	12.94088	Large
4563	11.066453	15.345257	Large
4564	13.852969	11.24444	Large
4565	12.604516	14.877619	Large
4566	13.267298	9.974753	Large
4567	13.545254	9.942244	Large
4568	13.125654	13.47123	Large
4569	14.131468	10.138571	Large
4570	12.198727	15.100116	Large
4571	14.261521	12.61432	Large
4572	13.005647	11.117967	Large
4573	11.755636	6.473735	Large
4574	12.503365	13.275714	Large
4575	9.623208	16.922756	Large
4576	12.598074	14.901997	Large
4577	9.281396	16.52741	Large
4578	13.440614	10.142068	Large
4579	12.701491	11.226082	Large
4580	9.417584	6.161741	Large
4581	11.168115	6.284052	Large
4582	9.422175	5.225142	Large
4583	13.841337	13.169919	Large
4584	13.621136	12.601393	Large
4585	15.200637	7.507907	Large
4586	17.14924	7.7758937	Large
4587	15.339425	9.09333	Large
4588	10.984296	4.8400126	Large
4589	13.31642	6.4911375	Large
4590	14.623466	8.933433	Large
4591	13.465662	6.2477317	Large
4592	14.749905	-1.5930502	Large
4593	14.119848	9.074978	Large
4594	14.220458	10.85935	Large
4595	14.249523	4.076356	Large
4596	12.626619	12.979624	Large
4597	13.473762	13.322967	Large
4598	14.619795	8.228632	Large
4599	12.915346	11.6869335	Large
4600	12.859046	12.167457	Large
4601	12.677699	14.328692	Large
4602	13.175959	11.470421	Large
4603	12.496877	13.921302	Large
4604	11.238393	15.526085	Large
4605	15.562749	13.338682	Large
4606	12.677628	13.375508	Large
4607	9.347932	16.387648	Large
4608	14.975272	3.7157693	Large
4609	15.892446	7.265287	Large
4610	17.932564	5.512715	Large
4611	15.767507	6.1711392	Large
4612	11.9953985	5.641027	Large
4613	13.490219	8.49586	Large
4614	14.691173	6.6201053	Large
4615	14.524199	8.349127	Large
4616	14.771092	6.589876	Large
4617	16.54645	5.2008004	Large
4618	13.887009	8.778504	Large
4619	17.02514	-0.562721	Large
4620	14.546442	7.261831	Large
4621	14.717853	3.494499	Large
4622	13.529324	6.015566	Large
4623	14.163606	3.593621	Large
4624	15.397461	3.8513036	Large
4625	9.093866	1.1368765	Large
4626	14.417542	11.453113	Large
4627	14.800846	9.400427	Large
4628	16.632158	10.226144	Large
4629	14.46205	10.535317	Large
4630	15.169526	0.3681469	Large
4631	14.769213	0.38977712	Large
4632	14.405274	3.1466122	Large
4633	15.462149	0.17085585	Large
4634	16.36934	-3.8416488	Large
4635	15.806034	-4.0087013	Large
4636	15.154703	3.871754	Large
4637	16.377115	2.8566334	Large
4638	16.09621	3.6154637	Large
4639	15.695285	7.9239297	Large
4640	16.327505	-2.802412	Large
4641	-0.53686744	0.52597296	Large
4642	18.046965	8.234851	Large
4643	17.689257	0.5432027	Large
4644	17.028112	0.4360902	Large
4645	14.751183	10.988922	Large
4646	12.641274	4.7261343	Large
4647	12.717257	4.649418	Large
4648	15.030087	3.9037063	Large
4649	15.648322	-0.8455636	Large
4650	12.71954	0.114287615	Large
4651	14.324742	0.058589533	Large
4652	12.981484	2.1361296	Large
4653	15.276709	-3.7087605	Large
4654	16.772177	9.808058	Large
4655	17.911285	3.0186355	Large
4656	16.261423	1.7390896	Large
4657	14.667826	15.498304	Large
4658	15.975436	-3.6322093	Large
4659	14.698218	5.9052014	Large
4660	12.578192	4.497463	Large
4661	13.532152	16.616463	Large
4662	12.240041	1.8587188	Large
4663	14.355979	-2.5172565	Large
4664	15.848535	12.849361	Large
4665	15.83731	-0.9878154	Large
4666	15.137645	-1.0124904	Large
4667	15.566591	1.6621866	Large
4668	13.122263	16.462927	Large
4669	16.881828	1.9086514	Large
4670	13.383252	2.7050095	Large
4671	15.458752	0.26402703	Large
4672	17.854084	1.7406079	Large
4673	16.916412	7.8621674	Large
4674	15.992856	-3.2370272	Large
4675	13.894526	8.984722	Large
4676	17.600662	10.17825	Large
4677	14.5450945	8.757143	Large
4678	10.48724	17.383514	Large
4679	14.6217575	8.121268	Large
4680	10.64183	6.3947864	Large
4681	17.938461	2.889681	Large
4682	16.39102	-0.3686203	Large
4683	11.96826	6.3568454	Large
4684	17.698435	1.9752269	Large
4685	-2.031206	-0.4849881	Large
4686	8.59181	3.455344	Large
4687	14.686358	7.5470676	Large
4688	18.41312	8.710296	Large
4689	17.469883	7.4387894	Large
4690	12.692949	7.278705	Large
4691	13.879175	-1.8680792	Large
4692	13.977194	1.4898162	Large
4693	16.02256	3.7069194	Large
4694	18.714748	6.120749	Large
4695	15.834467	6.528608	Large
4696	11.170572	4.7738147	Large
4697	14.73928	0.12902917	Large
4698	13.688973	0.74519545	Large
4699	15.779375	9.428771	Large
4700	14.687455	4.025936	Large
4701	18.605223	6.134697	Large
4702	15.90938	5.081526	Large
4703	16.69807	-0.5240234	Large
4704	14.297865	0.4365601	Large
4705	11.357707	4.21286	Large
4706	13.341734	2.6089644	Large
4707	11.840011	2.9919364	Large
4708	10.85959	17.558603	Large
4709	15.791035	12.783632	Large
4710	16.747402	1.205749	Large
4711	14.10659	3.4296618	Large
4712	16.418505	-3.9221764	Large
4713	13.484459	-0.0018182097	Large
4714	16.260353	-4.424116	Large
4715	12.720763	0.44057298	Large
4716	15.822968	-1.1476289	Large
4717	15.281105	-3.6752222	Large
4718	16.558493	13.233554	Large
4719	13.4872875	16.685404	Large
4720	15.624752	15.710941	Large
4721	12.416497	1.2343143	Large
4722	15.956805	0.12176125	Large
4723	12.833128	16.594814	Large
4724	15.229936	-1.0185763	Large
4725	13.870466	-0.2813585	Large
4726	17.157225	12.727693	Large
4727	14.482061	5.6386228	Large
4728	15.293388	-3.8349962	Large
4729	11.688282	6.780823	Large
4730	15.215955	5.718976	Large
4731	15.4151745	12.787664	Large
4732	15.765483	1.2259719	Large
4733	17.096598	12.070889	Large
4734	16.593952	-2.1349864	Large
4735	17.489569	8.548178	Large
4736	17.410192	6.4830933	Large
4737	15.548952	12.054692	Large
4738	14.719371	6.74102	Large
4739	17.641518	8.270498	Large
4740	17.076914	3.805243	Large
4741	15.828687	-0.08812993	Large
4742	17.9548	1.0589693	Large
4743	15.894156	4.1615086	Large
4744	8.396953	4.4400554	Large
4745	12.315764	2.6347632	Large
4746	14.337398	-0.0057062698	Large
4747	13.597472	1.2784454	Large
4748	18.49881	11.25089	Large
4749	17.799961	1.1642052	Large
4750	11.510128	3.6057327	Large
4751	13.960349	5.4457674	Large
4752	16.43535	2.6926057	Large
4753	17.376572	5.3543	Large
4754	16.007013	-1.8849438	Large
4755	18.954302	6.6411953	Large
4756	12.56074	1.4252799	Large
4757	16.890614	4.904472	Large
4758	16.906836	10.47295	Large
4759	13.665373	2.8680916	Large
4760	12.195783	17.616491	Large
4761	14.502579	4.614503	Large
4762	11.634117	5.4847045	Large
4763	11.832484	6.2617598	Large
4764	14.433958	8.462691	Large
4765	17.8569	11.654425	Large
4766	18.620384	8.414912	Large
4767	16.296906	1.582599	Large
4768	13.671367	5.6711965	Large
4769	16.806753	6.513926	Large
4770	18.162977	8.01423	Large
4771	16.361126	4.753718	Large
4772	17.18006	7.404817	Large
4773	16.805664	6.555343	Large
4774	18.609972	8.397521	Large
4775	17.50117	8.161145	Large
4776	17.80113	8.289109	Large
4777	17.985151	6.920987	Large
4778	18.417147	5.591002	Large
4779	18.44186	4.068294	Large
4780	8.597443	16.973124	Large
4781	15.158948	2.421259	Large
4782	18.133211	2.1246672	Large
4783	17.02272	14.560519	Large
4784	16.486229	14.973174	Large
4785	17.520273	13.009373	Large
4786	17.789816	12.369147	Large
4787	15.309613	9.141781	Large
4788	-4.7437406	-3.2196321	Large
4789	15.785932	5.239814	Large
4790	15.29766	5.1672435	Large
4791	13.987254	16.812405	Large
4792	16.979416	9.452436	Large
4793	15.156316	4.724244	Large
4794	16.251602	-1.7547499	Large
4795	16.891968	0.14988203	Large
4796	16.9097	6.3387127	Large
4797	12.4658575	1.1096545	Large
4798	13.594429	0.48507398	Large
4799	15.742128	8.7207155	Large
4800	8.507512	4.354019	Large
4801	14.779528	8.248058	Large
4802	16.212267	15.20407	Large
4803	15.682588	6.701029	Large
4804	15.026895	6.2175717	Large
4805	18.786135	6.6717653	Large
4806	16.474724	5.1484365	Large
4807	17.930199	5.7513375	Large
4808	17.216305	3.7685428	Large
4809	9.587438	5.917901	Large
4810	16.595993	6.9116974	Large
4811	14.738816	-2.8143523	Large
4812	16.865347	2.0523624	Large
4813	16.312147	11.65522	Large
4814	16.87825	-0.5645541	Large
4815	16.218016	10.113369	Large
4816	16.994045	10.221475	Large
4817	16.993889	-0.4159664	Large
4818	10.526026	17.053484	Large
4819	13.461868	17.24827	Large
4820	16.578642	5.607206	Large
4821	17.89749	1.7405288	Large
4822	15.17903	-3.5309546	Large
4823	15.28901	12.153063	Large
4824	15.04481	-3.3532774	Large
4825	12.013687	1.9697981	Large
4826	14.256147	3.1284714	Large
4827	16.292114	9.445412	Large
4828	16.383244	-3.1235151	Large
4829	12.527262	1.0423862	Large
4830	11.147168	4.4909396	Large
4831	13.416712	-0.076766975	Large
4832	13.452246	-0.3588827	Large
4833	17.455193	2.5174065	Large
4834	15.044039	1.7268926	Large
4835	12.034843	2.4352257	Large
4836	14.830052	-3.3585405	Large
4837	12.559537	0.93906087	Large
4838	10.694978	5.515013	Large
4839	16.201982	-1.7063158	Large
4840	12.003767	2.0622783	Large
4841	10.9499855	5.0648026	Large
4842	16.114584	-4.357968	Large
4843	15.328815	7.7313976	Large
4844	13.522471	-1.4974674	Large
4845	11.643975	3.2889423	Large
4846	12.141101	1.6570537	Large
4847	16.332289	-3.78195	Large
4848	17.894455	10.762413	Large
4849	15.890152	4.6646404	Large
4850	17.589384	9.09867	Large
4851	10.935388	17.300907	Large
4852	14.7850685	2.765242	Large
4853	15.585083	-0.9375448	Large
4854	17.56518	3.367959	Large
4855	17.080606	7.235353	Large
4856	18.415045	10.423222	Large
4857	15.2588	2.4471166	Large
4858	15.369026	4.7982416	Large
4859	16.159273	2.5775805	Large
4860	17.14435	10.05344	Large
4861	16.53413	-2.87176	Large
4862	15.050161	0.48446795	Large
4863	17.764328	10.764551	Large
4864	16.13863	3.8235588	Large
4865	14.710892	3.261588	Large
4866	12.19241	2.0685265	Large
4867	11.608305	4.699178	Large
4868	15.460528	4.8355746	Large
4869	14.918282	0.29629374	Large
4870	14.797533	1.6156409	Large
4871	16.443974	4.5687776	Large
4872	17.445292	5.340306	Large
4873	13.633416	1.2956319	Large
4874	15.0587015	9.300378	Large
4875	16.16099	6.2734747	Large
4876	14.70449	7.9299574	Large
4877	15.877258	-0.64690894	Large
4878	14.504746	15.375029	Large
4879	16.659233	12.3158245	Large
4880	16.771547	2.213382	Large
4881	16.03359	4.6001897	Large
4882	16.43061	3.0937965	Large
4883	18.268568	6.821533	Large
4884	16.347107	0.4624354	Large
4885	16.76876	10.323509	Large
4886	14.983377	10.867003	Large
4887	16.708149	-0.5487038	Large
4888	16.098614	5.673206	Large
4889	16.508501	6.4863944	Large
4890	17.084558	5.312938	Large
4891	16.2756	2.887716	Large
4892	14.995363	7.532565	Large
4893	15.594595	8.917951	Large
4894	17.449417	10.634586	Large
4895	10.942706	6.5516934	Large
4896	15.236279	2.5514767	Large
4897	13.885067	5.234219	Large
4898	14.634973	5.0000315	Large
4899	16.495836	1.4714369	Large
4900	18.355629	4.3535585	Large
4901	16.941896	2.3432155	Large
4902	16.564337	2.0906372	Large
4903	13.040079	5.526634	Large
4904	13.88707	5.66356	Large
4905	15.54146	4.7047563	Large
4906	18.584003	8.224306	Large
4907	17.540352	10.752596	Large
4908	16.069485	12.578469	Large
4909	16.51179	10.475613	Large
4910	12.631199	1.2316272	Large
4911	18.566198	4.2686357	Large
4912	17.033955	-2.0334284	Large
4913	-0.9946679	-0.2556602	Large
4914	8.146239	4.9761214	Large
4915	9.429474	5.740882	Large
4916	16.337463	12.494356	Large
4917	16.203402	-4.8399453	Large
4918	16.713556	2.2373028	Large
4919	16.571901	-0.36988217	Large
4920	15.190221	-3.5969937	Large
4921	12.5089245	0.76374173	Large
4922	14.645412	-1.6056358	Large
4923	15.557855	-4.001666	Large
4924	15.791353	-3.976827	Large
4925	11.436049	3.9325716	Large
4926	14.840128	5.6636453	Large
4927	15.94603	-2.2143717	Large
4928	15.224166	16.305338	Large
4929	11.630001	3.5600898	Large
4930	17.361067	4.5301394	Large
4931	15.504003	-2.7004979	Large
4932	16.085133	1.9078691	Large
4933	14.026504	0.10057354	Large
4934	15.347141	14.845914	Large
4935	16.923439	7.4313536	Large
4936	13.757633	0.8313399	Large
4937	13.784778	14.803073	Large
4938	12.899386	2.207604	Large
4939	15.743869	13.443831	Large
4940	10.924594	4.989926	Large
4941	13.709014	5.9656425	Large
4942	12.006805	17.31983	Large
4943	15.787544	-0.38453475	Large
4944	13.443063	17.002619	Large
4945	16.930645	14.002074	Large
4946	12.551343	0.81636983	Large
4947	18.09135	9.894583	Large
4948	17.529356	10.900949	Large
4949	15.913676	-4.032722	Large
4950	9.695248	5.34837	Large
4951	12.221698	7.28379	Large
4952	14.93821	8.790507	Large
4953	13.842037	12.829136	Large
4954	16.575827	12.196551	Large
4955	12.5639	16.048918	Large
4956	11.322427	16.891874	Large
4957	15.110006	16.009651	Large
4958	17.033503	3.57819	Large
4959	16.972523	1.2071366	Large
4960	17.272022	2.0135112	Large
4961	16.22628	-2.591125	Large
4962	11.78287	3.1247547	Large
4963	11.851471	2.3635676	Large
4964	12.195336	5.853198	Large
4965	13.527493	-0.17290978	Large
4966	14.561342	3.033978	Large
4967	12.732684	4.706307	Large
4968	12.534388	-0.22166952	Large
4969	16.07406	2.3132594	Large
4970	15.902744	8.806407	Large
4971	15.844734	9.68846	Large
4972	12.95059	5.3503137	Large
4973	13.90248	6.2170005	Large
4974	13.327756	2.3959386	Large
4975	14.69178	1.2593244	Large
4976	13.985414	1.4737056	Large
4977	14.617772	-2.3499887	Large
4978	12.826502	0.6530722	Large
4979	12.252088	5.1659684	Large
4980	11.654898	3.2915125	Large
4981	14.372947	5.4310412	Large
4982	11.8536	3.198922	Large
4983	15.951872	6.937291	Large
4984	8.501342	16.703655	Large
4985	9.0409355	16.854736	Large
4986	8.5161085	16.736088	Large
4987	11.838895	3.0803103	Large
4988	16.088236	12.000555	Large
4989	14.954509	16.207047	Large
4990	15.804199	12.694462	Large
4991	18.776197	7.484631	Large
4992	14.952402	2.773895	Large
4993	14.128646	-1.2182729	Large
4994	14.0647545	-2.162417	Large
4995	14.7216625	-0.7185625	Large
4996	14.912214	0.54008794	Large
4997	14.779448	14.673906	Large
4998	18.572752	7.641865	Large
4999	15.990767	5.3108573	Large
5000	15.538664	14.275305	Large
5001	14.335955	3.4325879	Large
5002	13.575585	-1.0713505	Large
5003	17.280653	6.208569	Large
5004	16.918795	6.865181	Large
